trace_file,trace_idx,ATC_0,ATC_1,ATC_2,ATC_3,ATC_4,ATC_5,ATC_6,ATC_7,ATC,Track2,C7,IO,apdu,EncryptedPIN,AIP,IAD
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,379,178,33,120,209,0,0,0,0,,5413330337554966D25122012916230185,0088000004B22178D100  7781949F4B81900C07F89BFACC9CE67E8D8ACB71B05576971F3F8CB3CD54765AABD9EAFFA3A8372B7DA9E6B2962389721207635FC0A08D3FC66C00C5250090983F222B1C4D9F5483E3A14D88592F59BDEB75CA60AFB4164E7969BE074152BDF3C721EBFBBFFE70EC7E0C0BDE377AEEF67E85AAE66E0A9662C808ACE6D8CEB0A1441B077AE0259124594796125B14D9BC8B735CB8899C10,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,380,59,223,143,68,0,0,0,0,,5413330337554966D25122012916230185,00880000043BDF8F4400  7781949F4B8190AE5CE6F72CDB85E6178B200A5478DF2280747F26F08A50BD4C5380260F5AEC79F86E5024E0760634ABF83B1514763056CC1D8273648BC48516C6121C72DEBB9C1F1AAAFDD8102D6B66BDF7B228F4C0138F0165B76C836B8B561ABE8064B52B6E0F47E3781E4840A9205F1FB91B56D5424B4D0551B69E1AF8CFEE4CB2E5454293165616C0CFCA7E81CCE14A062DBBC203,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,381,62,228,81,108,0,0,0,0,,5413330337554966D25122012916230185,00880000043EE4516C00  7781949F4B819001EAFA9854E1E7095953577FC1BC3D0AC2905CBFF490E75B577D633D535449F0B81EC48A87ACC4F492A83EC3321203CE3EF547EF59558CCECC0C836E05152F2FF101FA3854785DE041E5F684EA8AADEAC50279F2513340503D5912F7AD387CEBF24B2F7CBE8683020BFF8B21BF4D2375399261BEE88849503930608A3480201E40FB2A5DF89B91B4B477ED0A2A7EB815,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,382,152,44,132,30,0,0,0,0,,5413330337554966D25122012916230185,0088000004982C841E00  7781949F4B819026028B1220E20545BE3D2F4C1A60AFE6F60ED0C500B443F17E98CC148EC2EE998BB04384B3113763634C331C74212E23A5C362475114CB87C9F167ADAD8247378FE3B05E7712A76747A3D52F1E283ACAE3C7EDDE342221AFA25F66097FE82C9D086157961AA5C896840C763DE8CABF576D5172EBD90EDC60634C3065D253CD0CF9650E2223BA5818841D85B5FAC55C44,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,383,110,153,213,53,0,0,0,0,,5413330337554966D25122012916230185,00880000046E99D53500  7781949F4B819027098049B77F15226229A0D81CC89DF44C1DF636CC7550379611C96F5E069B2BE2011E66BE6FAB0F2933A97204AD81F2DA2492140F8DF82B70D44887A6374AC5C71DD28FCB711E7E94413F49CDD57ECA30674EBD76EC767DCE363408F86616ACB12C6B10426ABD95E9BB40113324352E0CAD7DDD190A6DB98D3D3936124B1428D822F3F9F4D517DE4A6F054CF95904C2,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,384,113,157,150,94,0,0,0,0,,5413330337554966D25122012916230185,0088000004719D965E00  7781949F4B81904578C049DD896A6294B786E4A4068565DF65598F0A880E1300E91706D9F4E0AFE5BDC2B5F9DBDC1C0320120446441A257FB2DEC01F9F6BAA563382AE11EA5230BA0EC6CD90683234C4009DC2D5A48B948765D6FA86A9D154EAF73B21665C3634D18738387925F44CEE52CF7AE572E5136FAA32909A72BFB2ADA1D0FB093F96661ECC221F66E301E4D23889E11CC8809F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,385,131,26,196,66,0,0,0,0,,5413330337554966D25122012916230185,0088000004831AC44200  7781949F4B8190B141757D63D1EB0E0B229898253F083F25B7BE0440E79262BEF9587354F3505A3EA72FCED27C0B3384513798FE77009D40998182F5DC1CD8C2E215CC2641F22C3AD03DDD66B9200477420B7A76BDE2AA3F124B4A4659B5F8D7D2D296E62D86F808155D25A763446FF4D3655ED769D91DED2CAC1E122BF73EAB075F46BFEB8F5B53C61B2CA7B1451A6B331FC7A58326B4,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,386,204,196,60,191,0,0,0,0,,5413330337554966D25122012916230185,0088000004CCC43CBF00  7781949F4B819000C850757F2EEB5DD4B52CAC766B0CB5C409F11FEE8D429308726ED7A266950C324A82231980CAD8510B73283A3963912EFD4EFF4C0905FD8FF186C315009AAEA41A88073E957F6E40E3F8DA0ADDAE663A80EEB05110214EB069B98A059128E7ACBF1F53E29047FFF8B91A3418CB40B21281D99549EF0EF72068EF4435D4076A3B2268031196A7CD47ACBBB50CA4FFE1,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,387,21,111,180,59,0,0,0,0,,5413330337554966D25122012916230185,0088000004156FB43B00  7781949F4B8190B1425F28CDD0DE6189CDDDDA2623E7C79133C3ED452AF5E0C531CD5893474B091159AA60447F4AC4E7FAC7CDF370D007209711E22B9027957245D969E6808C158C4195102009AC3993BE1079F3D06D193BF51E6110F8B8166B69A0264BF9B06F9167FAE9FC9157AE3D891D1F3C9A72AC741AE33D1109E6401C04E2E2857282076CA2F32778D31FA91F98E2B3AD86706B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,388,158,45,203,173,0,0,0,0,,5413330337554966D25122012916230185,00880000049E2DCBAD00  7781949F4B81909AB41F0450A21F719CE20DBB4A007D6177651A09E90D24DBEB29A2C34A0021B7ABE6D239B446F3CB988F9D9E9E23DD3EFAF29FA446F3715E138D135280527E931838C96C2A956251217E68CFA17A16BC748C9B163E8DA89109BAF3223D22969742217194878BDE73AE01D3AEE1B807A236109BC18F0B21AC3D6D58125FB301765F6625F84935E851504678763EBA6454,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,389,90,102,136,9,0,0,0,0,,5413330337554966D25122012916230185,00880000045A66880900  7781949F4B819041C65419F0E5B3083413CBE37E1A107E6E50A70485E83CFC8C4AC10C993E64558225EE26BC589557732AE41217811ECBB3DEBFC028AC7EF512811491558FB1644B59E08ED4859B3F113EDB9DFC1A41DAF9C2548EFD111B700CBE78F12441C32C3AD18DC35DDA17A49EDBB00ADF76A308AD07EE5823ED0E267E2BA53BF730F2BFC7FF6090BF3EC982A10F281289BE6732,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,390,249,84,114,14,0,0,0,0,,5413330337554966D25122012916230185,0088000004F954720E00  7781949F4B8190508918726109CB6EDE352162A7304A0DDB34061CD8C85D928D336D68BF9503CBC8D265C70553CD11A9DC90F64F79F050BE85049315198CB5FC3B942F718C462CA2EE2C26ADD8D0A9CEC9704160D2FEB656B8E1F76343AF0604121625BF596E14B96F8E3E5003B68C52DB6B7FF0B780B18AAA833962A4F0885155FDDFE3CA6D02D75A2636C7A9CFE3035B6A7D0EF9485B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,391,66,254,234,139,0,0,0,0,,5413330337554966D25122012916230185,008800000442FEEA8B00  7781949F4B81907E0F9FB566FAB9F994A977245405434F6C47A6C5D931541A98B8C5344256BD370055294320B8EF8BB169BC2E4F8DFD231A9B69709DCD318F6A52F85FE6EF247E63DF503CBDB4E464C2FF871D6C33AB988DDB7C0EE24C6D6711C234213AD7F12A1C7A16B34F24F1C1AC393DDDFBFAFA84E92192DD57F7C20CA31A64FB9F2ABB914081445D99604292C5CED3BA7B41D4EC,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,392,24,108,58,162,0,0,0,0,,5413330337554966D25122012916230185,0088000004186C3AA200  7781949F4B8190BEA00FE05BE0091815970F8CC88FE730140E7EBC0247622C40D60413479F2E7D94E56CD7217766961682FFC9514AED2331380F2FBE148C14210DD6F060F30E850D2425522F1CFBBD657C5897BBCD3F4FED85524C6849F76A144E122072315FCC1F66497649A411B5662237B4C39E3776453507F804A4779D676E54BC9293748366B55BBA80F1F37E1F6913BA9BC8D87C,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,393,226,29,100,186,0,0,0,0,,5413330337554966D25122012916230185,0088000004E21D64BA00  7781949F4B81909B32DE6FBCF08E83366F16C164622A219E32C31B1903A7D28236FE87AD220A321D294C251CE9B495198162D94F1CCA8F11CD6FEDD0791AEEEF436CE3B584D50D392AFD5429333E39CD850AF6AF6C2D9F07C7D23681ED681D5E420EB661EF1D990ACE19B45B1212726D57A5E9DE3F7B879CED7C115A3126D69ABB3F2A709F492D3A7715D7CB3B8BC868113A083DA7DF35,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,394,115,147,225,3,0,0,0,0,,5413330337554966D25122012916230185,00880000047393E10300  7781949F4B81909ECCB3C5E383076D14850A3C829B702198D0D37F80CE55DD724D5A854E81923E62A5616A8A0ECF43E616300900DF62C5A05849C38CE36EB61C1BF2B426A572CC005EFE2B19EBFF8CAC68C41226C3B6EC7A48E2E086825252F6EF237400FF677AA99B78F2C9F007B00B1EAA4098968CF16F08B8AA68ACEE760FEDC34D01C7BDE24F2B0E9C2B1245DC2BFF84A6657DD1EE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,395,118,151,162,44,0,0,0,0,,5413330337554966D25122012916230185,00880000047697A22C00  7781949F4B81902049F97056CE927306A54DFFDA0318B25D96371A4C4579DA98D6DFFFE8A21889151057455EFA310BC584FFC662946E4769ECC517666F4C6CF4B275BC990DB49337AC68CE59C0FF9C2B27FA27DFFB8C8A666BB7FF78F1DDCF3ECDA64D48B3278897DCE06DDF3C16E4011E7128BE3736048693BFD71A1FEA1B6218FEF2D5B2E9FBF211D99817284C60670C771EE93879D2,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,396,205,11,164,223,0,0,0,0,,5413330337554966D25122012916230185,0088000004CD0BA4DF00  7781949F4B81904CF5273437B2021BDEFB7A5117440FCC145EA4D2D3C5F414C464EDE74D0D94C73042E03E9E37C2ADEF483EA1ED25AAE59C93033591E0673E397D9A3F8E6AD3E2EEF9807E74D8397985275E41F96616DEF8CFCFB2F4EFC1231575FAC1218E61615FF30FE30A995623092043A24490D269DC51A1451F4F7AFE591BAFC6DD2ABEBF650980F6D0D202F7F25256A3E8B644D6,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,397,22,181,28,91,0,0,0,0,,5413330337554966D25122012916230185,008800000416B51C5B00  7781949F4B819024AD136F7790FE53389640A7AA966930A5C469912E9E46C353B76B042EB08659FB4257E3742CBE7A8B9FBA755127C5A08F77913F07F0BE525E1DC4270B8F8AF3AAC461FC2578744979DD176F40AE6C24AD3679A1BB42B618879E01371721274AB9A1EBD535EADA814D94AA99AF8FC596B18E19FFA9CE8A5FB23868C63FDF706743756A4752379CF11057E4AA45612B34,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,398,26,186,222,132,0,0,0,0,,5413330337554966D25122012916230185,00880000041ABADE8400  7781949F4B8190B430C943228BF4F2AFEFB140990D4FCE5A48C276E497D173637817A096A1CDBC178BB5DE799D69ADE69D0E6FFC615698EA9628822B70FD57B6CCD7F327C213F9385E6ECCD9DFE8378881CA5192F9E939FB82DCE796A8D46EB160937D4139CD41407E8171D865770DFAC7F98114BEEB4FE5758D11435BFB46D9CF19FD947A71DA995D5F5B0E09978C07576A211A819E42,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,399,48,233,176,23,0,0,0,0,,5413330337554966D25122012916230185,008800000430E9B01700  7781949F4B8190B25A7FE6F93375B2F3E87E03FADDCCC35455C8681E325185209182E02ED7AC892646D5B9E4D1E90000CDDDF52C662DD3F917116C80A051C9F7C37BE2B3AD229B35450005684B9D6DCBCDD3BEC5ADD2C069458F4A1B0624EE4B53DC4CFD60ACD0EC321222CFCE38A68409D617B28D51D70844C05D51C309D0D87DDAC1BC4E743D2C907E2069CCF3F748FCAFD9C237FF21,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,400,70,106,160,36,0,0,0,0,,5413330337554966D25122012916230185,0088000004466AA02400  7781949F4B8190AD35FB8768F6018528322DCB09CD1C1F2C813C90F1B3663A2C324BD5B29D3B11EFF8FB7626B80EB2093FF399DA2015AEEE4C53264133C45435B9AE6A638B74BAF7D24F35CA800502E917D945A739E535A5DCA61C02958F8CD3717D7AC9ED7D8C0F81E9DB277C4BD62CEFC0AB1D5729845110594CCFC3BBA940ACE60B5D853F6A323A6DA42586BC349B7804C1B1667976,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,401,142,21,24,160,0,0,0,0,,5413330337554966D25122012916230185,00880000048E1518A000  7781949F4B819030740755D81A5253861D6C7238948501AE7C5E782A3497571C17C9016E7BAFD1BB112999E0CC5FE38147CDBD088DE8CE95099FBA99718B072EA6FF43F70882DD0E0B7A8FC36E7C273DF1DD404A24DA7603FBBBD71630E3929475481B88D093C611ABA0A3C304B9A1AD10FFA265ECDE45B5E9E1EF6E2B3E907391D0F033123F3C8A6F56F4CD3DB388A128769646D33889,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,402,146,25,217,201,0,0,0,0,,5413330337554966D25122012916230185,00880000049219D9C900  7781949F4B81903BC0A58C9BC19EA002B915570DD23C71E8AEE6201459E234ACFE1F1A106B6080A867E63197A7498EF6DE243D485B1B2C3E12EAC3725373AC6C7CE71B47FC4DE4CA94168C5D698D14BC9C72010FD2B3F07ECA83B4C271139EE2CA0167B0E3B91CBD708E948B03666376B9D79501A5E1BA07E41117A6FBF8F074DC7D9310356D37B227C507625A4F988820456893F88043,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,403,27,215,240,59,0,0,0,0,,5413330337554966D25122012916230185,00880000041BD7F03B00  7781949F4B8190B13CA893E800D15AE7BF1ADEB5A717D60B3E4C1F67471F022B67735B1C6AA5D336C872301B67BEAE04D74545B2EF990093C899F5DDD2EB9532321AD9B7F0EEAA08E15812B103A5F8B73B9DBD9A17B0A9DC4FC367057B2A038FBFED7AD67212B15FA52219B3AD2F9BA7F6F307289DE74867D598B1F9093D4DA7F9DBBD69B062EDEE065FE7531EB69A54060023C4488C2B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,404,215,17,173,151,0,0,0,0,,5413330337554966D25122012916230185,0088000004D711AD9700  7781949F4B81905443AE0707D09B581024E812BE2A16EC9B3D42CECB8BB98DC473E01D01C60938269ED7C79EBB6B736AAE56FEB0E36327D8E6CCD23D5424A0C72F206AECFFEB9534B4E2E05A46012BE1BDE1AD5D18D8F0F5924EEB008976326E6B251632D4BB75CD0F1D384624F1141DDA7CB574255EB326B0D28255ED09343B0ADBF826196BA03A59FE518DCFB9C0F63B86CC8BC8897F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,405,219,21,110,192,0,0,0,0,,5413330337554966D25122012916230185,0088000004DB156EC000  7781949F4B81903605A5279F8085BBF4E15DF542BF0B2572AE1AC4D616C5643B7B9D2DD5E84C06CB5082C3C0407C9156ED235F2828E5C890284307B13DEFB2D0AB8A11FC7A16B77E2993835A6AD3DDEBC3C83327855B453CE23AED5BC0CBB058CE0D5F039D9237481520E827E50651CA7E3DF20D5AB316CF6772685645E28E3F078B1AB2C23E85215ACCA5D0C2BFA2F9F407F6FF146E09,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,406,160,227,99,0,0,0,0,0,,5413330337554966D25122012916230185,0088000004A0E3630000  7781949F4B81908BFB6956015C7B44C990C7E179F2DD88A40A1F15D75025239FD12BEA6ACAF6D16A0AB9B0C07D16DBBF7B3269D57D22438723BDFB4013EA8CFFC73228C7BC6BEED344972778C7D51C8EA25239D0CC314114BCE03D81188F662E7E3CDDB7B50C981C4A11F4A820E0DB11096AFB02CC82464DEA12B52D54AAB7FB7E73D6730B1F7BD5D3D481892829BF4613EC59439BE0E4,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,407,49,88,224,73,0,0,0,0,,5413330337554966D25122012916230185,00880000043158E04900  7781949F4B81902AFF5633BB252E03D9F5DDBEE2795F7ECA1A20A854E0897392E10147FFE6428323D9EB924B0C62FE309FD54FBD388EE47DED821596593BFC7E3A678A93E031B98622DEDDD2DFA7D2A2A7FEA5BAC28CB48526812487C3C05EF8EDDDBA102DE014FE9A4B31DAE6456C3DEFAC60152421EAD76B1A699AACE47E4366E41A6A43B97ECDB55A756494A4B1AF9D6267C5F0100D,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,408,122,3,88,197,0,0,0,0,,5413330337554966D25122012916230185,00880000047A0358C500  7781949F4B819079974F444F9AD55B680B9C762DD48EA2906E9578A76C5736AD480CAAA001B332CE7E527C3E40439D4C3179A2F887E7C802CEBF9174446BF09556CE1A36EB0A62EB48F6408F61948F4FE622873D77153D76255CB504BD73B82F0F09C10E61DFE45B82D9BDD47CE612F3D6F1C5EBCF1E49737C6308B361F9612AB55B2B9A8FA01A873A3CE319B00B86EA333F724EEB9AFE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,409,54,60,21,33,0,0,0,0,,5413330337554966D25122012916230185,0088000004363C152100  7781949F4B8190C1007C04359297A1E9273E2E8FA4031959D8A4DC595AC9E7E83ECD71F70E5F1EE8BBC955E0A772EC0C0F260705582F13D0F2A7733844E870EF994E8AA9C3C9C21D57A16BD0262B7C1BC0EF8376BD1BAB709323F0562B5F8DBE5D8FC0908E0E95FFDD48884C9495BEBAA8009D23DED49FA24A562401D41E2838D1ABF1E0D045B034B87EFF43D3B506933EAAF78AE62C5D,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,410,191,250,44,148,0,0,0,0,,5413330337554966D25122012916230185,0088000004BFFA2C9400  7781949F4B81902DEDF606CC09D015403756E571504523347EDD681E4187A0C14C8C60B53C30C8E342C7DB65E435816F794211C395A76BEF927C6DE2467AC7A648B6DAA1EFAC5A40EAF674612103BA7ED75FAB62917D55B9EF8BC49DE07688A4A5E55342CB0B5044B5594DA0DDF6BCCADB8A5E7582160F96BB5EFBEDFFA5BC90059BC65355504CEA23103DFF9CA54D04458EF993701BDE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,411,79,112,169,220,0,0,0,0,,5413330337554966D25122012916230185,00880000044F70A9DC00  7781949F4B819081A7F9C0E88180A1807960133D6EBA0BFB1EE6C3DD67C0356BFB5682488E033089E146A42591D4677614317B755821A9874EA2A71A21A560AD6FCF67CC3CFD211B4D1D9F6D04B975FE53800DAA7D00CDD4FFB08DFADE6D3821BFCA6B3F3E68F2434CF6B4F34AD6B677F8C032E4B302220101C83303A92F1AC3B253ED72EED428D49C40314DF8CBB51C96BFEE4D3238C4,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,412,170,151,79,61,0,0,0,0,,5413330337554966D25122012916230185,0088000004AA974F3D00  7781949F4B8190041858AD426EBBF9D4C5D98D1BCBF2E9CE5E911DC655F585ED41DB6A58BA58424158D71EDF4712E59F29DDF482DDFD6A4452AA5C7BAAF4EDED7AF0FF40012F5D6B43C34B9B5C66C2A63E0CBCD0DDA335B9E3D2E0D8E4ECC7E6D37BCF3869CB36532D7240B11D1E514CF1BC60F237772CECE9406247DD200FA4FEC3196758C275DBD3FD3C519EE21F13F4862CB0D88470,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,413,174,155,16,102,0,0,0,0,,5413330337554966D25122012916230185,0088000004AE9B106600  7781949F4B819031910ADE6A8A91830692E27E148DA62529E9775E1CA9A0D1FDDEFA007AC3181DA9D319E26C6B0DEAAB16D25AE61E1A3B1E1D0271E84B43DAF43B6B44A524F0D27EE35B755FA7CF2286A60965BDBD1BD4BB4DA82B8E206C3331D7050D448FE8D88740C753723F7A5D767B3A86BE06D8382E9CDF2A3CDE84CDD06FFD0D6AD2D261EC12231627B890FF1AAB7992A4ACE297,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,414,239,142,35,12,0,0,0,0,,5413330337554966D25122012916230185,0088000004EF8E230C00  7781949F4B8190AED9FA3A9FBFB5341E59F2CEA6EB643951D832F8C533BA847CAD9B413EF15B764F3E3E747A6F2BA3F30ADB07DCE5902081FCFFD537911563BDA5F658577CC6F49C68E7685618C27E5AFA41DE812935B0141ABFDFA4364FB0468E1EE14160343C658209568196DF9E20F58DCC89118DF53AD9DBDDBE2A949DEE0EA5FC97B40C510DB57FEFDB2ED4F9F37153EC17E61FEE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,415,243,147,228,53,0,0,0,0,,5413330337554966D25122012916230185,0088000004F393E43500  7781949F4B81902B5E8D24722826D30D2F693D334ECF64D133F0410D47183B21B8EB009BE50CA5EDDFEECF9CE395C7184DC4E0B6763CCB2821D75D636B2943E2F895447055F20B8898D2494E7264C45D5546E0EFCDB5A43C6CA8BE47D588557FBA1E04E4DDC9C5153271AF42D83C748A53B9D6D078290F7455F95B1B53E75BE3420B5528642642F13E086B74015E7036F958B2702AF128,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,416,153,137,81,139,0,0,0,0,,5413330337554966D25122012916230185,00880000049989518B00  7781949F4B8190B57F71311E1D2420EF29B1C1BD980472E9AA2405689E0E7015E3A41B9C5508BC10DE60F9B2B10AA479C9EDE53CE28CF57B5185411D3E32FC63A0B564B158D52B348D03205E4623AF5F9B011D4266B5D65C6B7B02519970E8A97B89C2705C516C06867B9F404A4DEDFCF7D8E0E70BB30BE552904B8911BD5D760AAC3154C688CD9BB272BB41707BB826498F511A0CC10B,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,417,34,72,104,253,0,0,0,0,,5413330337554966D25122012916230185,0088000004224868FD00  7781949F4B81902E1073B0271B6C03C9DD14E438D779E077940A46B9291CACE27473F160A5B7379D535909CEC4BAF5D027080AC77BEE5592ACFF5DFD0B29CA439DA2144281C802A7816BC3B9CB8FE7970662CACDB79725C44350C61E8CC588353EC606B3A8FCE9D43540873B6F7D2231532424290BC8FC04ADFE898D751008EF031A3FB97A71FB29CBE208BB5702473F200DBF3617F724,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,418,222,129,36,89,0,0,0,0,,5413330337554966D25122012916230185,0088000004DE81245900  7781949F4B8190AA58A896D29CB4171B40844A12FB6C66542294CE213238B37FF1C719D922C479C0C4AC594D6A4A5E0350BE3C95E60B0B02EF96C4E564437A6E426487E31EBE96541E285F44BA758D7B138A9F3AB066A11EF7A8C754D735941CFC8970CE032990C3EAB77C58B29C3FDE99AFACADCA999EAF64C9C2CBF18693B235EA317E20FC00621D9C2E11DBAA9403780AAFF29D9BAE,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,419,240,253,83,62,0,0,0,0,,5413330337554966D25122012916230185,0088000004F0FD533E00  7781949F4B81900E6E6B52B52ACF582B84934EF21F942D2D551987F0017A904DE1627B9B63748BF1766F89735C754AD578271C6CCB1CF1B37621C5503561E31D8B00C4E33DCDD16B092D802D51F3DBFC772789C3ACDBF4434618CFA9EB26F38A678115CE3A961F4D594B76CEA116FE922C18E4BB966CF68E8B0FE23D808288E9A08FE1205384B26C522DD4C665192A30EB1BEA0D0A14D2,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,420,198,107,163,85,0,0,0,0,,5413330337554966D25122012916230185,0088000004C66BA35500  7781949F4B8190A156E081B805DCB90E0D7B959D19BAB97898858182BEF212D089009CC45EFBF45F2934A0950D5F59E8256AE6804587A9BF4988795710C7122CEF456E7063605586DF22ABB42BAE4DFFB1AFB46C29D789A4A57231BB4A408D11F95BDA4C111BE1B090F7EEE6B8EC7337B37D935F36A711021A3622970B42901CBF8D002CEFE717BEF23F11B557E63A1BB3CF79F5D4C28F,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,421,86,224,32,158,0,0,0,0,,5413330337554966D25122012916230185,008800000456E0209E00  7781949F4B8190A477F54AFD2508C8DA7569DD2B858FD7C37162F78FBEBA227F77C8AD29B07A731B4A57A439771213D5F0F1580C243EB776D0901A979B12D3C9935D9386CED11E44B482B862A6AD93848228CB80A6CD171B673EB0D332589FC553AA1AE3C048B7679B99E1DEA0B4803AF61CD2F73FCA86FBF5903747D62B862CDDF89B1A757CDCA422B08074D8B1E7816AE5F1A6F142B9,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,422,220,236,147,99,0,0,0,0,,5413330337554966D25122012916230185,0088000004DCEC936300  7781949F4B819011CE57D728C77CFDC25F6494E207516957B8AD015578F2F0A9344A5788D4523C93DD568EB52C6CC64310B2B7868D450027AC93EDE27161706C6B63176C6F55F49285F7971AE58A2231801A45AD3E5E6FB407BF59A08D84B70F1189B872E2750D53E703B178321CCC987A618BB41F1DF66C7649D9AF1858EEA62636783C12B174FBECC62C7B53B9843DA4B2C74E43B2A2,,,,,
I:\freelance\SCA-Smartcard-Pipeline-3\Input1\Mastercard\traces_data_rsa_1600T_3.csv,423,37,150,11,223,0,0,0,0,,5413330337554966D25122012916230185,008800000425960BDF00  7781949F4B81900D8CB66D5254ECB858F9C5E53003B774F13CD7B6B0B48651EF521E16189FD3852FB1D01EAF084FEAAC45757E0E44DEAF1D60447C1D5F5AD410E9B9720EE454384A8B158FFA8B32D6EEA75B03541C5B900FD61BDC8276F6537B3D167051E6F10AE92DEDDE87CEC65A3E6425E5887397BC58EDC11AABD661B427574310C97F3F2A1198E45990DAF6700A8E9D2DE3D04104,,,,,
